Id,1th,2th,3th,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21th,22th,23th,Ans
id750,18,14,1,14,10,20,,,,,,,,,,,,,,,,,,"0"
id751,18,14,24,14,18,14,24,14,,,,,,,,,,,,,,,,"0"
id752,18,14,17,4,25,14,17,4,,,,,,,,,,,,,,,,"1"
id753,18,14,17,4,3,4,7,0,,,,,,,,,,,,,,,,"0"
id754,18,14,17,4,3,4,7,0,,,,,,,,,,,,,,,,"0"
id755,18,14,17,4,13,0,13,14,13,8,,,,,,,,,,,,,,"0"
id756,18,14,17,14,20,,,,,,,,,,,,,,,,,,,"0"
id757,18,14,17,14,4,17,20,,,,,,,,,,,,,,,,,"0"
id758,19,0,8,,,,,,,,,,,,,,,,,,,,,"0"
id759,3,0,8,,,,,,,,,,,,,,,,,,,,,"0"
id760,3,0,8,,,,,,,,,,,,,,,,,,,,,"0"
id761,3,0,8,29,18,7,8,1,14,20,,,,,,,,,,,,,,"1"
id762,19,0,8,6,0,10,20,,,,,,,,,,,,,,,,,"1"
id763,3,0,8,6,0,10,20,8,13,18,4,8,,,,,,,,,,,,"1"
id764,3,0,8,6,0,10,20,18,4,8,,,,,,,,,,,,,,"1"
id765,19,0,8,10,8,2,7,20,20,,,,,,,,,,,,,,,"1"
id766,19,0,8,10,20,19,18,20,,,,,,,,,,,,,,,,"0"
id767,19,0,8,10,4,13,,,,,,,,,,,,,,,,,,"1"
id768,19,0,8,10,14,20,18,7,0,,,,,,,,,,,,,,,"1"
id769,3,0,8,9,8,,,,,,,,,,,,,,,,,,,"0"
id770,19,0,8,18,7,8,19,0,10,14,19,14,,,,,,,,,,,,"1"
id771,19,0,8,18,7,8,19,0,12,14,13,14,,,,,,,,,,,,"0"
id772,19,0,8,18,7,8,19,4,,,,,,,,,,,,,,,,"0"
id773,19,0,8,18,7,0,,,,,,,,,,,,,,,,,,"1"
id774,19,0,8,9,20,20,,,,,,,,,,,,,,,,,,"1"
id775,19,0,8,18,7,14,20,,,,,,,,,,,,,,,,,"1"
id776,19,0,8,18,7,14,10,20,,,,,,,,,,,,,,,,"1"
id777,19,0,8,18,20,17,20,,,,,,,,,,,,,,,,,"0"
id778,3,0,8,18,4,8,10,14,20,,,,,,,,,,,,,,,"1"
id779,19,0,8,18,4,8,24,14,20,,,,,,,,,,,,,,,"1"
id780,19,0,8,19,14,17,20,,,,,,,,,,,,,,,,,"1"
id781,3,0,8,7,24,14,20,19,4,10,8,,,,,,,,,,,,,"0"
id782,19,0,8,15,20,,,,,,,,,,,,,,,,,,,"1"
id783,3,0,8,1,20,,,,,,,,,,,,,,,,,,,"0"
id784,3,0,8,1,20,1,20,13,,,,,,,,,,,,,,,,"1"
id785,19,0,8,7,4,8,24,14,20,,,,,,,,,,,,,,,"1"
id786,19,0,8,12,20,10,0,15,20,18,4,17,20,,,,,,,,,,,"1"
id787,3,0,8,12,4,8,,,,,,,,,,,,,,,,,,"1"
id788,19,0,8,24,0,,,,,,,,,,,,,,,,,,,"1"
id789,19,0,14,18,20,,,,,,,,,,,,,,,,,,,"0"
id790,3,0,6,0,,,,,,,,,,,,,,,,,,,,"0"
id791,19,0,6,0,8,13,8,,,,,,,,,,,,,,,,,"0"
id792,19,0,10,0,12,0,17,20,,,,,,,,,,,,,,,,"0"
id793,19,0,10,0,12,4,17,20,,,,,,,,,,,,,,,,"0"
id794,3,0,10,0,17,0,,,,,,,,,,,,,,,,,,"0"
id795,19,0,10,0,17,0,10,20,9,8,,,,,,,,,,,,,,"1"
id796,19,0,10,8,,,,,,,,,,,,,,,,,,,,"1"
id797,3,0,10,8,0,20,,,,,,,,,,,,,,,,,,"0"
id798,19,0,10,20,,,,,,,,,,,,,,,,,,,,"0"
id799,19,0,18,7,8,10,0,13,8,,,,,,,,,,,,,,,"0"
id800,19,0,18,20,,,,,,,,,,,,,,,,,,,,"0"
id801,3,0,18,20,,,,,,,,,,,,,,,,,,,,"0"
id802,19,0,18,20,10,4,0,20,,,,,,,,,,,,,,,,"0"
id803,19,0,18,20,10,4,17,20,,,,,,,,,,,,,,,,"0"
id804,19,0,25,20,13,4,17,20,,,,,,,,,,,,,,,,"0"
id805,19,0,3,0,,,,,,,,,,,,,,,,,,,,"0"
id806,19,0,19,0,10,20,,,,,,,,,,,,,,,,,,"0"
id807,19,0,2,7,8,,,,,,,,,,,,,,,,,,,"0"
id808,19,0,19,18,20,,,,,,,,,,,,,,,,,,,"0"
id809,19,0,19,18,20,,,,,,,,,,,,,,,,,,,"0"
id810,19,0,18,18,4,8,,,,,,,,,,,,,,,,,,"1"
id811,3,0,19,19,4,,,,,,,,,,,,,,,,,,,"0"
id812,19,0,19,4,,,,,,,,,,,,,,,,,,,,"1"
id813,3,0,19,4,,,,,,,,,,,,,,,,,,,,"0"
id814,19,0,19,4,17,20,,,,,,,,,,,,,,,,,,"0"
id815,19,0,19,14,4,,,,,,,,,,,,,,,,,,,"0"
id816,19,0,19,14,4,,,,,,,,,,,,,,,,,,,"1"
id817,19,0,19,14,4,1,0,,,,,,,,,,,,,,,,,"0"
id818,19,0,19,14,4,17,20,,,,,,,,,,,,,,,,,"0"
id819,19,0,13,14,12,14,18,7,8,8,,,,,,,,,,,,,,"0"
id820,19,0,1,8,,,,,,,,,,,,,,,,,,,,"1"
id821,19,0,1,4,12,14,13,14,24,0,,,,,,,,,,,,,,"1"
id822,3,0,12,0,18,20,,,,,,,,,,,,,,,,,,"0"
id823,19,0,12,0,17,20,,,,,,,,,,,,,,,,,,"0"
id824,19,0,24,14,17,8,13,8,13,0,17,20,,,,,,,,,,,,"0"
id825,19,0,22,0,0,,,,,,,,,,,,,,,,,,,"1"
id826,3,0,13,,,,,,,,,,,,,,,,,,,,,"0"
id827,19,0,13,6,14,,,,,,,,,,,,,,,,,,,"1"
id828,19,0,13,9,20,13,,,,,,,,,,,,,,,,,,"0"
id829,19,0,13,9,14,20,,,,,,,,,,,,,,,,,,"1"
id830,3,0,13,19,0,8,18,7,0,18,7,8,13,,,,,,,,,,,"1"
id831,19,0,13,2,7,14,20,,,,,,,,,,,,,,,,,"0"
id832,3,0,13,19,14,20,,,,,,,,,,,,,,,,,,"1"
id833,3,0,13,24,20,20,,,,,,,,,,,,,,,,,,"1"
id834,3,0,13,17,0,10,20,,,,,,,,,,,,,,,,,"1"
id835,2,7,8,8,25,20,,,,,,,,,,,,,,,,,,"0"
id836,2,7,8,4,,,,,,,,,,,,,,,,,,,,"1"
id837,2,7,4,18,20,,,,,,,,,,,,,,,,,,,"1"
id838,2,7,8,6,0,8,,,,,,,,,,,,,,,,,,"1"
id839,2,7,8,10,0,8,18,7,14,20,17,0,8,,,,,,,,,,,"0"
id840,2,7,8,10,0,10,20,,,,,,,,,,,,,,,,,"0"
id841,2,7,8,10,0,25,20,10,20,,,,,,,,,,,,,,,"0"
id842,2,7,8,10,24,20,20,,,,,,,,,,,,,,,,,"1"
id843,2,7,8,13,0,12,8,13,8,,,,,,,,,,,,,,,"0"
id844,2,7,8,7,14,20,,,,,,,,,,,,,,,,,,"1"
id845,2,7,0,8,12,20,,,,,,,,,,,,,,,,,,"1"
id846,2,7,0,8,17,14,15,15,14,8,,,,,,,,,,,,,,"0"
id847,2,7,0,13,19,14,,,,,,,,,,,,,,,,,,"0"
id848,2,7,20,20,14,20,,,,,,,,,,,,,,,,,,"1"
id849,2,7,20,20,10,0,-57,17,24,14,20,17,8,-56,,,,,,,,,,"1"
id850,2,7,20,20,10,24,20,20,,,,,,,,,,,,,,,,"1"
id851,2,7,20,20,10,14,18,7,0,,,,,,,,,,,,,,,"1"
id852,2,7,20,20,9,20,13,,,,,,,,,,,,,,,,,"1"
id853,2,7,20,20,18,7,14,20,19,4,10,8,,,,,,,,,,,,"0"
id854,2,7,20,20,13,8,,,,,,,,,,,,,,,,,,"0"
id855,2,7,20,20,12,14,10,20,,,,,,,,,,,,,,,,"1"
id856,2,7,20,20,12,14,13,,,,,,,,,,,,,,,,,"1"
id857,2,7,14,20,18,0,,,,,,,,,,,,,,,,,,"1"
id858,2,7,14,20,9,8,10,0,13,,,,,,,,,,,,,,,"1"
id859,2,7,14,20,9,14,20,,,,,,,,,,,,,,,,,"1"
id860,2,7,14,20,18,4,13,,,,,,,,,,,,,,,,,"1"
id861,2,7,14,10,10,4,8,,,,,,,,,,,,,,,,,"1"
id862,2,7,14,19,19,14,18,7,8,19,0,,,,,,,,,,,,,"0"
id863,2,7,8,17,8,,,,,,,,,,,,,,,,,,,"1"
id864,2,7,8,13,15,0,13,9,8,8,,,,,,,,,,,,,,"1"
id865,19,18,20,8,,,,,,,,,,,,,,,,,,,,"0"
id866,19,18,20,8,3,4,13,8,-65,,,,,,,,,,,,,,,"0"
id867,19,18,20,8,13,8,,,,,,,,,,,,,,,,,,"0"
id868,19,18,20,20,10,8,13,,,,,,,,,,,,,,,,,"1"
id869,19,18,20,20,9,8,17,20,,,,,,,,,,,,,,,,"0"
id870,19,18,20,20,24,0,10,20,,,,,,,,,,,,,,,,"1"
id871,19,18,20,10,0,12,0,4,17,20,,,,,,,,,,,,,,"0"
id872,19,18,20,10,8,0,20,,,,,,,,,,,,,,,,,"0"
id873,19,18,20,10,4,12,14,13,14,,,,,,,,,,,,,,,"1"
id874,19,18,20,19,0,4,0,20,,,,,,,,,,,,,,,,"0"
id875,19,18,20,25,20,10,4,17,20,,,,,,,,,,,,,,,"0"
id876,19,18,20,13,0,6,0,17,20,,,,,,,,,,,,,,,"0"
id877,19,18,20,13,0,6,20,,,,,,,,,,,,,,,,,"0"
id878,19,18,20,13,0,6,4,17,20,,,,,,,,,,,,,,,"0"
id879,19,18,20,13,0,12,8,,,,,,,,,,,,,,,,,"1"
id880,15,15,14,8,,,,,,,,,,,,,,,,,,,,"0"
id881,19,18,20,12,0,18,0,10,8,,,,,,,,,,,,,,,"1"
id882,19,18,20,12,0,17,8,,,,,,,,,,,,,,,,,"0"
id883,19,18,20,12,20,,,,,,,,,,,,,,,,,,,"0"
id884,19,18,20,12,4,,,,,,,,,,,,,,,,,,,"1"
id885,19,18,20,12,14,17,20,,,,,,,,,,,,,,,,,"0"
id886,19,18,20,24,20,,,,,,,,,,,,,,,,,,,"1"
id887,19,18,20,24,20,0,10,4,,,,,,,,,,,,,,,,"1"
id888,19,18,20,24,14,12,0,17,20,,,,,,,,,,,,,,,"0"
id889,19,18,20,24,14,12,8,,,,,,,,,,,,,,,,,"1"
id890,19,18,20,24,14,12,4,17,20,,,,,,,,,,,,,,,"0"
id891,19,18,20,17,0,8,,,,,,,,,,,,,,,,,,"0"
id892,19,18,20,17,20,19,18,20,17,20,,,,,,,,,,,,,,"0"
id893,3,4,0,20,,,,,,,,,,,,,,,,,,,,"0"
id894,19,4,8,0,13,,,,,,,,,,,,,,,,,,,"1"
id895,3,8,8,10,4,4,,,,,,,,,,,,,,,,,,"1"
id896,3,8,25,20,13,8,8,17,0,13,3,14,,,,,,,,,,,,"1"
id897,19,4,8,3,14,,,,,,,,,,,,,,,,,,,"1"
id898,19,4,4,12,0,,,,,,,,,,,,,,,,,,,"1"
id899,19,4,4,12,0,15,0,0,10,20,,,,,,,,,,,,,,"1"
id900,19,4,6,0,13,14,1,8,17,20,,,,,,,,,,,,,,"0"
id901,3,4,10,8,0,6,0,17,20,,,,,,,,,,,,,,,"0"
id902,3,4,10,8,6,14,19,14,,,,,,,,,,,,,,,,"1"
id903,19,4,10,8,18,4,8,,,,,,,,,,,,,,,,,"1"
id904,19,4,10,8,19,14,20,13,8,,,,,,,,,,,,,,,"0"
id905,19,4,10,20,1,8,,,,,,,,,,,,,,,,,,"1"
id906,3,4,25,0,0,19,14,,,,,,,,,,,,,,,,,"1"
id907,3,4,25,0,8,13,0,0,,,,,,,,,,,,,,,,"1"
id908,19,4,18,20,20,17,24,14,20,,,,,,,,,,,,,,,"1"
id909,3,4,18,20,10,4,17,4,3,14,12,14,,,,,,,,,,,,"0"
id910,19,4,19,18,20,6,0,10,20,18,7,0,,,,,,,,,,,,"1"
id911,19,4,19,18,20,6,0,10,20,19,4,10,8,,,,,,,,,,,"0"
id912,19,4,19,18,20,3,14,20,,,,,,,,,,,,,,,,"1"
id913,19,4,19,18,20,24,0,,,,,,,,,,,,,,,,,"1"
id914,19,4,13,8,8,17,4,17,20,,,,,,,,,,,,,,,"0"
id915,19,4,13,8,7,0,8,17,20,,,,,,,,,,,,,,,"0"
id916,3,4,12,0,4,,,,,,,,,,,,,,,,,,,"1"
id917,19,4,13,,,,,,,,,,,,,,,,,,,,,"1"
id918,19,4,13,-58,8,13,,,,,,,,,,,,,,,,,,"1"
id919,3,4,13,10,24,20,20,,,,,,,,,,,,,,,,,"1"
id920,3,4,13,6,14,13,,,,,,,,,,,,,,,,,,"1"
id921,19,4,13,9,8,,,,,,,,,,,,,,,,,,,"1"
id922,19,4,13,9,8,9,14,20,,,,,,,,,,,,,,,,"1"
id923,19,4,13,18,7,14,10,20,,,,,,,,,,,,,,,,"1"
id924,19,4,13,9,8,13,18,0,12,0,,,,,,,,,,,,,,"1"
id925,19,4,13,18,20,20,,,,,,,,,,,,,,,,,,"1"
id926,3,4,13,2,7,20,20,,,,,,,,,,,,,,,,,"1"
id927,19,4,13,12,4,19,18,20,,,,,,,,,,,,,,,,"1"
id928,3,4,13,17,24,14,10,20,6,0,8,18,7,0,,,,,,,,,,"1"
id929,3,14,,,,,,,,,,,,,,,,,,,,,,"0"
id930,19,14,20,,,,,,,,,,,,,,,,,,,,,"0"
id931,19,14,20,0,13,24,14,20,18,7,8,,,,,,,,,,,,,"1"
id932,19,14,20,10,0,8,,,,,,,,,,,,,,,,,,"1"
id933,19,14,20,10,24,14,20,19,0,22,0,22,0,0,,,,,,,,,,"1"
id934,19,14,20,9,8,,,,,,,,,,,,,,,,,,,"1"
id935,3,14,20,18,7,8,,,,,,,,,,,,,,,,,,"0"
id936,3,14,20,9,8,13,8,,,,,,,,,,,,,,,,,"0"
id937,3,14,20,18,7,8,24,14,20,12,14,13,0,8,,,,,,,,,,"0"
id938,19,14,20,25,4,13,,,,,,,,,,,,,,,,,,"0"
id939,3,14,20,24,0,17,0,,,,,,,,,,,,,,,,,"0"
id940,19,14,20,24,14,20,,,,,,,,,,,,,,,,,,"1"
id941,3,14,20,24,14,20,13,8,,,,,,,,,,,,,,,,"0"
id942,3,14,20,17,24,14,20,,,,,,,,,,,,,,,,,"1"
id943,3,14,20,17,14,,,,,,,,,,,,,,,,,,,"1"
id944,19,14,14,10,20,,,,,,,,,,,,,,,,,,,"1"
id945,19,14,14,18,20,,,,,,,,,,,,,,,,,,,"0"
id946,3,14,14,12,20,10,24,20,20,9,14,20,,,,,,,,,,,,"1"
id947,3,14,14,17,8,,,,,,,,,,,,,,,,,,,"0"
id948,19,14,10,0,8,,,,,,,,,,,,,,,,,,,"1"
id949,3,14,10,8,19,19,14,,,,,,,,,,,,,,,,,"0"
id950,3,14,10,8,3,14,10,8,,,,,,,,,,,,,,,,"0"
id951,3,14,10,24,20,12,4,13,19,0,17,8,8,,,,,,,,,,,"1"
id952,19,14,10,20,8,,,,,,,,,,,,,,,,,,,"0"
id953,19,14,10,20,18,7,20,,,,,,,,,,,,,,,,,"0"
id954,19,14,10,20,18,7,20,20,,,,,,,,,,,,,,,,"1"
id955,3,14,10,20,18,7,14,,,,,,,,,,,,,,,,,"1"
id956,19,14,10,20,2,7,14,20,,,,,,,,,,,,,,,,"1"
id957,19,14,6,4,,,,,,,,,,,,,,,,,,,,"1"
id958,19,14,10,4,17,20,,,,,,,,,,,,,,,,,,"0"
id959,3,14,10,14,12,14,,,,,,,,,,,,,,,,,,"1"
id960,19,14,10,14,17,14,,,,,,,,,,,,,,,,,,"1"
id961,19,14,10,14,17,14,6,0,,,,,,,,,,,,,,,,"0"
id962,19,14,25,0,13,,,,,,,,,,,,,,,,,,,"1"
id963,19,14,18,7,8,,,,,,,,,,,,,,,,,,,"1"
id964,19,14,18,7,8,,,,,,,,,,,,,,,,,,,"1"
id965,19,14,9,8,10,14,12,14,17,20,,,,,,,,,,,,,,"0"
id966,19,14,18,7,8,24,14,17,8,,,,,,,,,,,,,,,"1"
id967,19,14,18,7,8,13,,,,,,,,,,,,,,,,,,"1"
id968,19,14,2,7,20,20,,,,,,,,,,,,,,,,,,"1"
id969,3,14,2,7,8,17,0,10,0,19,14,8,20,19,14,,,,,,,,,"0"
id970,3,14,2,7,8,17,0,10,0,19,14,8,4,1,0,,,,,,,,,"0"
id971,3,14,10,10,0,8,,,,,,,,,,,,,,,,,,"1"
id972,19,14,15,15,20,,,,,,,,,,,,,,,,,,,"1"
id973,19,14,19,4,12,14,,,,,,,,,,,,,,,,,,"0"
id974,19,14,13,8,10,0,10,20,,,,,,,,,,,,,,,,"0"
id975,19,14,1,0,18,20,,,,,,,,,,,,,,,,,,"0"
id976,19,14,1,8,0,6,0,17,20,,,,,,,,,,,,,,,"0"
id977,19,14,1,8,3,0,18,20,,,,,,,,,,,,,,,,"0"
id978,19,14,1,20,,,,,,,,,,,,,,,,,,,,"0"
id979,3,14,1,14,10,20,-57,10,14,20,6,0,10,20,-56,,,,,,,,,"1"
id980,19,14,12,14,13,8,,,,,,,,,,,,,,,,,,"0"
id981,19,14,17,0,,,,,,,,,,,,,,,,,,,,"1"
id982,19,14,17,8,18,7,8,12,0,17,8,,,,,,,,,,,,,"1"
id983,19,14,17,8,10,10,20,0,0,19,14,,,,,,,,,,,,,"1"
id984,3,14,17,24,14,10,20,,,,,,,,,,,,,,,,,"1"
id985,19,14,17,20,,,,,,,,,,,,,,,,,,,,"0"
id986,3,14,17,20,,,,,,,,,,,,,,,,,,,,"1"
id987,19,14,17,4,4,13,8,13,6,20,,,,,,,,,,,,,,"1"
id988,3,14,17,4,18,20,,,,,,,,,,,,,,,,,,"1"
id989,3,14,17,4,12,14,,,,,,,,,,,,,,,,,,"1"
id990,19,14,13,3,4,12,14,13,0,8,,,,,,,,,,,,,,"0"
id991,3,14,13,3,14,13,,,,,,,,,,,,,,,,,,"0"
id992,13,0,8,24,14,20,,,,,,,,,,,,,,,,,,"1"
id993,13,0,6,0,18,20,,,,,,,,,,,,,,,,,,"0"
id994,13,0,6,0,18,14,3,4,,,,,,,,,,,,,,,,"1"
id995,13,0,6,0,19,0,1,8,,,,,,,,,,,,,,,,"1"
id996,13,0,10,0,12,8,,,,,,,,,,,,,,,,,,"1"
id997,13,0,10,0,24,20,1,8,,,,,,,,,,,,,,,,"1"
id998,13,0,10,0,24,14,10,20,,,,,,,,,,,,,,,,"0"
id999,13,0,6,0,17,4,,,,,,,,,,,,,,,,,,"1"
id1000,13,0,6,0,17,4,17,20,,,,,,,,,,,,,,,,"0"
id1001,13,0,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1002,13,0,10,20,18,20,,,,,,,,,,,,,,,,,,"0"
id1003,13,0,6,20,17,8,0,20,,,,,,,,,,,,,,,,"0"
id1004,13,0,6,20,17,20,,,,,,,,,,,,,,,,,,"0"
id1005,13,0,19,18,20,10,0,18,7,8,8,,,,,,,,,,,,,"0"
id1006,13,0,19,19,14,20,,,,,,,,,,,,,,,,,,"1"
id1007,13,0,19,19,14,10,20,,,,,,,,,,,,,,,,,"1"
id1008,13,0,19,18,20,24,0,18,20,12,8,,,,,,,,,,,,,"1"
id1009,13,0,13,0,12,4,,,,,,,,,,,,,,,,,,"1"
id1010,13,0,13,8,24,14,17,8,12,14,,,,,,,,,,,,,,"0"
id1011,13,0,12,0,,,,,,,,,,,,,,,,,,,,"1"
id1012,13,0,12,0,19,0,12,0,6,14,,,,,,,,,,,,,,"1"
id1013,13,0,24,0,12,8,,,,,,,,,,,,,,,,,,"1"
id1014,13,0,24,0,12,20,,,,,,,,,,,,,,,,,,"0"
id1015,13,0,17,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1016,13,0,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1017,13,0,17,20,7,14,3,14,,,,,,,,,,,,,,,,"0"
id1018,13,0,13,10,24,14,10,20,,,,,,,,,,,,,,,,"1"
id1019,13,0,13,3,4,12,14,13,0,8,,,,,,,,,,,,,,"0"
id1020,13,0,13,19,14,10,0,18,20,17,20,,,,,,,,,,,,,"0"
id1021,13,0,13,19,14,10,0,13,0,17,20,,,,,,,,,,,,,"0"
id1022,13,0,13,19,14,13,0,10,20,,,,,,,,,,,,,,,"0"
id1023,13,0,13,1,14,10,20,,,,,,,,,,,,,,,,,"1"
id1024,13,8,0,20,,,,,,,,,,,,,,,,,,,,"0"
id1025,13,8,6,0,14,4,,,,,,,,,,,,,,,,,,"1"
id1026,13,8,6,0,19,4,,,,,,,,,,,,,,,,,,"0"
id1027,13,8,6,0,12,8,,,,,,,,,,,,,,,,,,"1"
id1028,13,8,6,8,17,8,10,14,1,20,18,7,8,,,,,,,,,,,"1"
id1029,13,8,6,8,17,20,,,,,,,,,,,,,,,,,,"0"
id1030,13,8,10,14,13,8,10,14,,,,,,,,,,,,,,,,"0"
id1031,13,8,18,0,13,10,0,19,0,13,18,14,,,,,,,,,,,,"1"
id1032,13,8,18,4,12,14,13,14,,,,,,,,,,,,,,,,"1"
id1033,13,8,7,14,13,10,0,8,,,,,,,,,,,,,,,,"1"
id1034,13,8,7,14,13,18,7,20,,,,,,,,,,,,,,,,"1"
id1035,13,8,7,14,13,9,20,20,,,,,,,,,,,,,,,,"1"
id1036,13,8,24,0,13,8,24,0,,,,,,,,,,,,,,,,"0"
id1037,13,24,20,20,6,0,10,20,10,8,13,,,,,,,,,,,,,"1"
id1038,13,24,20,20,18,7,0,,,,,,,,,,,,,,,,,"1"
id1039,13,24,20,20,18,7,0,18,7,8,10,8,,,,,,,,,,,,"1"
id1040,13,24,20,20,9,14,20,18,7,0,,,,,,,,,,,,,,"1"
id1041,13,24,20,20,9,14,20,17,24,14,20,,,,,,,,,,,,,"1"
id1042,13,8,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1043,13,8,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1044,13,8,13,6,4,13,,,,,,,,,,,,,,,,,,"1"
id1045,13,8,13,12,0,4,,,,,,,,,,,,,,,,,,"0"
id1046,13,20,18,20,12,20,,,,,,,,,,,,,,,,,,"0"
id1047,13,20,13,14,,,,,,,,,,,,,,,,,,,,"1"
id1048,13,20,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1049,13,4,0,6,0,17,8,,,,,,,,,,,,,,,,,"1"
id1050,13,4,18,0,6,0,17,8,,,,,,,,,,,,,,,,"1"
id1051,13,4,25,20,12,8,,,,,,,,,,,,,,,,,,"1"
id1052,13,4,10,10,20,17,4,18,20,,,,,,,,,,,,,,,"1"
id1053,13,4,13,3,0,8,,,,,,,,,,,,,,,,,,"0"
id1054,13,4,13,12,0,19,18,20,,,,,,,,,,,,,,,,"1"
id1055,13,4,13,17,4,8,,,,,,,,,,,,,,,,,,"1"
id1056,13,14,20,6,24,14,20,,,,,,,,,,,,,,,,,"1"
id1057,13,14,20,3,14,,,,,,,,,,,,,,,,,,,"1"
id1058,13,14,10,14,18,20,,,,,,,,,,,,,,,,,,"0"
id1059,13,14,18,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1060,13,14,18,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1061,13,14,25,14,10,20,,,,,,,,,,,,,,,,,,"0"
id1062,13,14,1,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1063,13,14,1,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1064,13,14,7,0,17,0,,,,,,,,,,,,,,,,,,"1"
id1065,13,14,1,8,17,20,,,,,,,,,,,,,,,,,,"0"
id1066,13,14,1,8,17,20,,,,,,,,,,,,,,,,,,"0"
id1067,13,14,1,14,17,20,,,,,,,,,,,,,,,,,,"0"
id1068,13,14,17,8,,,,,,,,,,,,,,,,,,,,"1"
id1069,13,14,17,8,18,20,6,14,18,20,,,,,,,,,,,,,,"1"
id1070,13,14,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1071,13,14,13,10,8,,,,,,,,,,,,,,,,,,,"0"
id1072,13,14,13,1,8,17,8,,,,,,,,,,,,,,,,,"0"
id1073,1,0,0,6,4,13,18,4,4,17,20,,,,,,,,,,,,,"1"
id1074,15,0,0,18,4,13,19,14,,,,,,,,,,,,,,,,"1"
id1075,15,0,0,19,14,13,0,0,,,,,,,,,,,,,,,,"1"
id1076,1,0,8,,,,,,,,,,,,,,,,,,,,,"1"
id1077,7,0,8,8,17,14,,,,,,,,,,,,,,,,,,"1"
id1078,1,0,8,20,,,,,,,,,,,,,,,,,,,,"1"
id1079,1,0,8,10,8,13,6,20,,,,,,,,,,,,,,,,"1"
id1080,1,0,8,10,20,,,,,,,,,,,,,,,,,,,"1"
id1081,7,0,8,19,4,10,20,-57,18,0,8,6,24,14,20,-56,,,,,,,,"1"
id1082,7,0,8,24,20,20,,,,,,,,,,,,,,,,,,"1"
id1083,7,0,4,17,20,,,,,,,,,,,,,,,,,,,"0"
id1084,7,0,10,0,,,,,,,,,,,,,,,,,,,,"1"
id1085,1,0,10,0,,,,,,,,,,,,,,,,,,,,"1"
id1086,7,0,6,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1087,1,0,10,0,17,0,18,7,8,8,,,,,,,,,,,,,,"0"
id1088,7,0,10,20,29,10,0,,,,,,,,,,,,,,,,,"0"
id1089,7,0,10,20,18,7,8,10,0,19,4,8,,,,,,,,,,,,"1"
id1090,7,0,10,20,18,7,20,,,,,,,,,,,,,,,,,"1"
id1091,7,0,6,4,18,7,8,8,,,,,,,,,,,,,,,,"0"
id1092,7,0,25,0,0,3,14,17,0,13,15,20,,,,,,,,,,,,"1"
id1093,7,0,9,8,12,4,7,0,,,,,,,,,,,,,,,,"0"
id1094,7,0,9,8,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1095,1,0,18,20,10,4,19,19,14,1,14,14,17,20,,,,,,,,,,"1"
id1096,7,0,25,20,17,4,17,20,,,,,,,,,,,,,,,,"0"
id1097,7,0,3,0,,,,,,,,,,,,,,,,,,,,"1"
id1098,7,0,19,0,10,4,,,,,,,,,,,,,,,,,,"1"
id1099,7,0,19,0,17,0,10,8,,,,,,,,,,,,,,,,"1"
id1100,7,0,10,10,8,17,8,18,20,17,20,,,,,,,,,,,,,"0"
id1101,7,0,18,18,4,8,,,,,,,,,,,,,,,,,,"1"
id1102,7,0,19,19,4,13,,,,,,,,,,,,,,,,,,"1"
id1103,7,0,3,4,,,,,,,,,,,,,,,,,,,,"0"
id1104,7,0,19,14,,,,,,,,,,,,,,,,,,,,"1"
id1105,7,0,13,0,,,,,,,,,,,,,,,,,,,,"1"
id1106,7,0,13,0,18,7,8,0,20,,,,,,,,,,,,,,,"0"
id1107,7,0,13,0,18,7,8,10,0,10,4,17,20,,,,,,,,,,,"0"
id1108,7,0,13,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1109,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,"1"
id1110,7,0,13,0,17,4,17,20,,,,,,,,,,,,,,,,"0"
id1111,7,0,13,4,,,,,,,,,,,,,,,,,,,,"1"
id1112,7,0,1,0,,,,,,,,,,,,,,,,,,,,"1"
id1113,7,0,12,0,17,20,,,,,,,,,,,,,,,,,,"0"
id1114,1,0,12,4,13,,,,,,,,,,,,,,,,,,,"1"
id1115,7,0,17,0,,,,,,,,,,,,,,,,,,,,"1"
id1116,1,0,17,0,,,,,,,,,,,,,,,,,,,,"1"
id1117,7,0,17,0,6,0,19,0,19,18,20,,,,,,,,,,,,,"0"
id1118,7,0,17,0,7,0,17,0,,,,,,,,,,,,,,,,"0"
id1119,15,0,17,0,15,0,17,0,,,,,,,,,,,,,,,,"0"
